id,SalePrice
2658,133487.66749188735
2718,162922.1929545364
2414,198845.50730699603
1989,103728.34025011853
625,175201.20443899086
333,84232.23913919604
1327,129238.97649596693
858,172451.41157241317
95,191007.47731848873
1568,186465.55341489144
2482,166921.87037917488
1364,130748.61880823036
2584,168243.67461029213
818,231549.5376540422
2673,204512.02647845945
2089,172807.69713687315
1297,116288.66965437045
790,121388.82704294243
2616,237742.74390180287
720,174276.0126550414
222,172989.8725504013
557,107891.80623645661
1148,215813.78604375912
2766,161644.7196710973
534,208037.08957397816
1452,117952.13044572149
630,111497.32370434672
2648,126807.12115631232
125,145095.1269197656
1904,23170.140069990593
1670,105144.27804342023
756,65295.727057844124
717,227815.96026686343
1032,154906.06930871666
852,227318.51242533923
1731,185561.31276638384
2639,125423.8339475182
2071,103919.21182541543
1267,122093.96738447357
1851,202905.5723492067
567,152876.8465325923
2439,224190.29486959276
1898,159469.1098277667
647,200895.43709918947
2256,224758.39844379577
979,118836.71956460894
1444,213313.87705937374
2485,119044.51239748343
157,132355.63047701734
88,112853.13638604904
2003,114046.320929027
186,222237.83175952072
1425,257465.6311439004
2695,137735.40283499545
738,78455.71962671808
395,165038.22271040475
1353,164278.1212410136
1878,172930.8194632671
390,159993.79577433396
1456,228860.94955571817
1103,298387.75190253684
1387,72170.77922111977
2070,147828.94533601485
1199,176855.52916230768
2479,178762.8781872609
501,299798.4425687309
2362,74055.2348884396
1718,208456.892911065
2188,57394.947815916836
1483,150678.90189478747
2557,63741.216760200376
437,313454.0968068893
2224,206151.05385102247
1628,184336.05920531836
397,141223.26581607226
587,209793.07509855187
971,209711.36656206707
2611,149706.63310102356
1887,106834.19549850137
2399,302670.75939010247
2148,221383.19632898318
304,100283.45931476654
1997,115681.77098862393
2817,88005.85452886818
1431,192087.5742151182
427,306871.98299086373
263,108713.16137728564
598,157012.25905104197
2895,282297.2013762066
687,146595.35578974156
1822,136554.66130070912
2191,116330.09303917643
179,132379.2715389949
1009,195103.46005316393
2010,121612.6581174143
1991,139151.22834850883
1411,194476.5168009866
1721,248907.3189994729
1144,191740.66007089498
593,217181.25612635823
575,314546.37952225993
1249,204830.9027517824
1604,124337.6022320859
1064,411671.0798692893
1923,159496.69187327143
1988,130884.41065636913
2325,170863.08133333907
114,213822.16033337577
2700,189598.60104199024
217,135584.02308874094
343,170179.6149372179
386,239357.46514465
2005,181331.0515223169
2908,170869.43271695205
1814,228231.66004413256
2446,433488.7728234282
208,130538.55800380456
1679,99891.12177510798
822,289683.01573511
6,212598.16854828512
1781,341910.7037717991
2397,264419.8501642083
2340,282773.2023308694
1618,184331.90224680374
2843,99366.82382079767
1061,316294.4320914054
2786,119658.02489853211
1935,143116.81424853305
1341,101627.68421591024
521,265987.14039135736
2136,121477.9933580384
996,199360.11108308355
227,132474.7036364517
135,185965.47116125037
1167,159445.24205433167
294,213587.38664268772
1776,219173.76423777002
540,191156.40650720045
1717,208487.68268762695
2303,145730.77840167028
116,190878.96490448923
127,146450.6991230146
1371,134815.82770129963
1014,158488.79906738474
1507,128154.06220839283
702,134941.0387345006
750,152557.48830285182
261,165310.40475299006
1559,37804.582599318324
577,263160.4818853363
2812,211739.0002211203
2080,173668.0056573695
1368,116082.52445915501
2376,108048.08469844611
659,114950.5166275097
1235,133115.90543124697
332,59014.090810945505
1917,145272.9741690522
2094,237139.0009699459
1460,271450.5500549588
1471,216123.2573846472
1509,113887.84857521925
1922,145752.26077320921
433,423914.27907155326
460,252304.3392548635
1116,249222.74092705752
1137,173337.56094024444
53,189471.78461745722
2354,269506.8257621366
1475,213405.129966708
1761,498668.1098225404
842,132126.17288086633
2739,191075.9993182914
2509,148556.73788125196
1007,229039.294660778
2610,204484.855100629
1952,56923.20167515596
2719,155746.76943516836
2921,75120.38079547639
1966,130335.4049931207
292,102918.4268996161
1204,202552.88747600935
1829,291523.5512293345
2419,197647.4685298621
391,172772.98275085897
798,118241.17994709281
481,198563.46630397195
193,211244.46084679366
555,102914.53864507361
899,56711.62838320958
2357,180380.64823045846
328,132653.87289601273
1356,105719.51304897142
1154,86537.80439066917
1730,189342.22344140607
2249,146567.92017089084
1119,251829.20189827535
2856,125824.30033921862
1394,168613.2804248817
2587,134078.525515737
61,303901.42106577905
2661,176803.8217225833
2711,137714.76300304884
1147,192161.87843376366
757,129182.45624255521
2623,96366.05687514384
2378,139339.43354960167
1413,166054.4965928133
1722,228544.22915005687
1112,220696.62716420172
1623,207501.7071220313
1201,190360.1184035413
1513,111504.08243381545
957,403547.0177331375
1171,249189.49902081018
1145,205563.30390378798
2726,272199.3803611987
703,168750.20364273695
760,89336.9652716677
1964,134695.40351707174
2512,162852.30334552596
159,156969.40963228873
1281,167082.31693731
468,184438.30194766785
290,106796.63022727973
665,84913.75865743941
1463,266585.04024647066
1792,241366.07361458658
923,157590.37176841093
500,270773.1364867695
1408,196811.88440723793
331,76925.36043784543
170,129525.18950495505
2192,80046.88009904561
2571,253079.90009953902
2314,179222.88009642088
2647,97284.09430680785
422,355841.00572238874
2457,359836.29200384766
1838,211826.91674473323
2805,256437.6196776048
1645,168537.95553194048
1711,288048.36556002276
2825,282040.22349377745
322,330184.193184745
2103,263795.7896104314
342,114008.14585001998
600,128713.58543077744
488,211972.4943268928
1725,298087.42399812187
2246,254220.6064804096
2847,175143.76606912637
806,255219.70734627914
530,239095.95021531632
963,193181.474096492
2678,57272.68605895237
171,90665.32849587123
2401,351789.00607878296
805,245906.09671299378
2259,298202.8940922251
1748,189571.11312434234
1361,142943.47917922627
1677,122061.39999059646
1406,132317.6495719052
2322,256887.5192375295
688,166516.93009831867
143,151134.45675083887
804,225795.8069263692
1214,157200.8653004789
2828,158545.24774389414
1999,154927.50026308073
2467,192566.12410999567
2665,165120.9557796051
1538,390544.61002186197
398,100964.5279994758
2822,144191.51851167
2157,146624.35550523666
1856,212564.52078383122
1269,107096.6531393571
2570,125216.58623560166
2320,238741.23003438849
1517,139432.10616191896
2304,128583.45492315128
1312,86801.67329888835
2012,120391.98399124506
506,249209.15018075917
2865,224957.9710771059
2367,101194.24994835684
554,57038.10417860179
238,131089.42910212558
1954,111906.26890847913
2488,170887.93290050456
2291,58153.830893103295
1969,113278.03401158986
2725,178387.81002202246
1482,150678.90189478747
2763,198341.26006628276
503,254100.97755601187
1584,238811.5256564592
1531,96087.1753732529
2210,142561.5990384511
459,302033.63430032926
556,134548.959480064
1347,134085.59500350474
1290,45229.88985956309
1388,80862.10392394631
1571,322561.00719442137
2754,220133.29594931356
765,122302.11328622274
2494,120885.93416434815
2870,234470.00712832264
7,216583.67169251296
1114,239392.2097272461
2418,275743.6574539349
291,158157.7342756794
18,299341.4232193312
39,310855.82633462374
1001,265473.9584297701
2442,247001.607403563
616,102030.864212973
2680,62000.65927029624
1414,108856.71375814894
289,138664.26476733532
40,246262.69312017586
860,125650.71911569877
409,134747.552168349
673,172597.40029812182
2427,184463.74567261513
2036,243812.79476610973
2564,173463.87823811272
642,150257.47018488325
1008,189233.87016618933
1908,130259.99287752178
2519,204936.63712143313
1369,104245.44393982823
2855,154654.06441196005
712,97612.6618635581
1943,114063.628064897
1958,134763.46147739777
107,145350.59469069855
2295,252842.1369658625
704,97620.16790682028
676,128688.42427973851
259,189003.99177028795
93,260733.52003103108
106,244147.2082691396
2315,207962.168709782
1050,95860.25105388559
1095,206468.13907139347
2709,145973.64483620448
758,102017.58562231736
1496,167225.4453368991
2370,138195.57834601298
2458,271963.1325427962
2733,137183.1715715251
161,327285.5117102838
726,129148.45893130687
845,206993.10880687117
947,257958.76636791613
2232,138848.912951962
2563,161433.8785179246
2299,160061.6669741604
211,59552.29371670299
605,158042.49647176487
1478,209332.40800055454
2247,253659.46169803443
2274,194562.06804986458
2869,209541.14898025524
967,252034.86708731687
2656,140373.34356652485
667,190458.56010071014
1042,121272.90485509743
2023,169355.48833760037
2447,337674.5642869631
2055,114661.56385663888
2275,272361.27984938887
2204,166897.1543189476
1563,255221.99938168295
483,213618.76686990383
796,130907.45522765616
1526,142478.27729892792
2042,108686.02356103496
442,293798.62479893287
1693,303850.5737595813
1468,215949.37511556497
1430,229506.25566147311
2605,163494.5100058339
1529,189021.20996886652
335,171435.16671205818
1287,140898.654327737
31,85058.37646561771
1785,274870.49933873443
82,187133.9712949907
2620,139535.59625011604
252,194587.3692857453
721,23279.38064944785
2165,193662.90430192143
2316,188357.6894455002
775,117344.25164610374
1558,61961.66921340168
17,243095.81838380598
1022,247221.4251374259
925,113897.97812828232
438,269233.5242240925
1270,142093.37371455994
1272,110551.35076049727
215,117722.87731123599
266,238609.57621904043
2402,256044.4460738833
1250,119226.23144447731
1984,135782.1858833875
1279,150247.06430476194
377,309531.9889373807
1252,157651.98672510206
2156,260667.2536242266
499,294064.79783482605
1374,103145.80511605802
2898,258996.6294993026
401,114552.11515634556
2721,196158.02733705586
2078,285022.71195252053
2589,119347.0666349305
1946,252844.42445547762
1334,122498.84928356046
2781,242546.9783964168
431,334742.0346461284
576,201930.67792662646
1474,212038.6263490931
2254,159871.3191017619
2155,274084.82860829687
885,114599.80511577109
643,139571.76216512604
1944,115702.97971427921
480,212745.70031841268
2845,103215.1248014864
2387,286559.129216852
2407,216894.20644738045
2527,162586.70019524812
2514,139964.60345146354
629,171840.50127498907
80,248968.58497355285
1876,135335.66825328264
1546,125857.32875237602
2518,175794.57076334377
2347,170073.6581817216
783,246018.35230989568
1322,6596.868610991776
194,70481.74612896222
1770,286809.70286301774
2143,103884.90943169827
1229,208278.9113502209
511,263515.9032725438
46,220885.85366057203
1348,166833.39625994678
2465,189125.3862065995
387,238284.05101807896
873,215524.5047009736
1918,113167.83559548887
2764,240525.23416522268
2184,135914.8270325489
934,144944.1920870947
1920,124308.95623930433
2631,139360.726592084
1768,507629.83042504964
2040,113150.90311486361
1749,223224.11951007464
834,222045.1803576866
1457,263539.07237951364
79,120392.34773995134
2302,142240.0249394568
1817,147657.51535328492
2755,243458.61204919437
359,172367.3620998042
2059,97489.16896308074
2092,249943.78730174445
2516,243103.21210323466
150,134785.6729544634
1656,138081.84073549166
83,91354.31474689535
2411,195681.30823560854
795,57528.71189472456
2312,238279.04085635947
2917,93116.57248551877
1624,178416.58690674877
2215,324517.0046016922
1211,158558.54547422117
1485,155068.62642056053
1024,162230.83069606993
570,206498.97667025533
2874,128389.53909056372
700,137620.25740310916
2756,241032.4297767381
2022,200678.2395032518
583,252891.1382872935
2392,299980.479279045
2424,218177.08239420876
212,85742.25125985037
736,134426.62821888254
1610,177613.4753057832
890,136836.43789020347
467,188856.87923760206
578,251707.18379835144
1747,190365.00779750088
1149,167184.06391543595
2758,257934.03350414778
857,141149.568330499
2219,312383.71246209217
733,99003.54353134586
2909,122678.31065077969
1798,261054.55757100234
235,103641.2481081693
2366,134933.90532363052
1027,135792.13320871844
1195,130003.6701924623
1303,18391.67514346409
148,189969.69721114702
608,150842.17769450598
2515,212394.14590350352
821,265682.69662651484
2500,281449.6625010463
745,102218.57757272151
741,129955.2892086391
1611,95440.2072475177
2532,104725.27959338232
1081,227107.93625007884
1692,359778.089006181
2520,178316.15144390793
276,145490.3732575624
1992,141612.8732154893
663,18660.510814417386
418,136811.78884279702
1733,194198.1391720281
2359,160535.229312034
253,208158.6569319177
1518,181265.75550419668
2035,134049.37632232837
2919,70539.58618919387
1540,269286.4515370867
2120,142607.89860602445
1674,193765.97749921333
256,148755.44179865211
2361,85471.31003136435
978,49983.876669288555
2280,164978.6545208037
2095,248704.0116235729
1709,295687.82213068847
2801,269945.03898768954
1246,104752.08846178457
2373,100910.14224618694
1055,256480.41690475226
2017,116244.35694126459
1099,273475.89990649925
1344,116176.31460066419
835,228971.05307964468
1117,217655.39149855895
2043,79079.47855815107
2085,140272.10114886638
410,150921.08478728123
2650,123984.5615107975
2867,187585.40760095033
1668,106713.63569914723
1161,162609.51724324608
2122,169004.58106256375
2539,147033.32417600875
1047,148276.0849127286
1445,124178.47271047629
541,160150.8932301531
569,246342.82386585293
1276,106604.64169275087
918,138250.71804186096
326,194538.86157252608
1936,131343.64766029935
895,74936.85407978907
257,137916.12049594353
1241,204138.0719899028
1545,129149.93836810124
1189,181495.52887331258
270,148040.36561517342
2066,231859.08664187192
693,96727.39362296439
1259,125195.64771255154
2916,174609.1281077319
2321,302915.09419008065
1977,86737.77462721565
1895,174023.69735379776
1240,163506.27536092213
85,150287.5547223854
1823,106207.14250158663
825,291533.07171928394
110,229909.16842670218
697,118128.02525395222
2297,122412.22592522902
1231,132988.04529691313
1355,134315.28918371233
968,318858.0220736803
584,251437.81749981467
1315,149832.94442673068
1606,144082.95025075757
206,96070.92448114546
1685,292187.0366581494
2016,144280.78282005398
869,224746.0045192159
2135,104760.34274044841
2346,177367.4906299208
2430,230511.21088071418
2198,68500.81741737173
2652,97660.49314897245
27,104098.61799727527
241,184904.46225774582
906,95724.46389439647
1506,112272.28569301106
2098,334771.3111578578
1435,210545.25884059534
2213,163301.3221077237
1274,125020.19997547154
743,31501.207038308552
1737,206973.74957674282
2797,274418.3513737574
2185,67155.62171012915
58,186481.08795888152
830,208915.3815469935
808,141875.06048659288
680,162283.02134629
1153,81738.17990241178
1291,117775.66005307756
1818,208873.30935409866
2161,189134.66179220605
1883,114140.32373191751
350,378380.58260799025
